y,alpha,beta
1,606,615
1,937,578
1,775,877
1,657,209
1,143,677
1,963,28
0,827,474
1,495,111
1,61,833
1,97,760
1,285,587
1,836,544
1,716,373
0,813,214
0,899,189
0,596,817
0,190,294
1,606,562
0,945,763
1,618,83
1,168,677
1,345,19
1,39,8
0,573,100
1,59,899
0,667,407
1,656,384
1,408,262
1,576,568
1,64,818
0,409,625
1,268,596
0,186,61
1,715,222
1,32,648
0,684,394
0,521,131
0,628,133
1,632,417
0,811,490
1,676,577
1,991,160
1,593,641
0,82,141
1,980,798
1,668,266
1,383,859
0,108,255
1,152,31
1,452,164
1,984,435
1,805,5
1,631,369
1,971,605
1,855,325
1,162,799
0,447,777
1,398,132
1,815,104
1,787,108
1,685,186
0,348,106
1,589,960
1,468,981
1,206,468
0,422,460
0,777,593
1,28,771
0,463,422
0,81,259
1,318,493
1,257,834
1,828,911
1,210,421
1,750,93
0,554,860
1,520,896
0,398,501
0,323,741
1,463,337
1,148,385
0,391,723
1,15,321
1,22,351
0,410,658
0,150,263
1,711,262
1,561,909
0,579,468
1,962,760
1,665,719
0,319,421
1,477,950
1,677,33
1,751,259
0,772,281
0,819,698
1,30,515
1,242,557
1,229,280
1,562,738
0,962,752
0,140,863
1,683,932
0,754,554
1,951,137
0,832,299
1,818,881
0,226,811
0,838,146
1,542,627
0,193,516
0,338,438
1,10,129
1,593,186
1,217,190
1,240,171
1,725,79
1,566,22
1,24,744
1,241,418
1,766,794
1,142,957
1,612,593
1,497,939
1,691,952
1,105,458
1,457,61
1,587,694
1,266,839
0,635,101
0,314,742
1,617,641
1,402,373
1,482,1
0,657,446
1,867,537
1,188,186
0,184,508
0,684,395
0,676,815
1,224,919
0,938,898
0,157,898
0,133,886
1,148,419
1,390,350
1,29,439
1,632,392
1,951,387
0,644,303
1,28,848
0,466,770
0,655,138
1,661,726
0,831,499
0,576,191
0,551,828
1,915,979
0,544,113
0,964,742
0,472,529
1,19,159
0,824,846
0,812,476
1,996,798
1,253,948
1,853,941
1,307,624
1,26,883
1,907,833
1,647,417
1,147,673
1,977,102
1,198,795
0,902,714
0,840,206
0,941,755
1,726,868
0,801,166
1,481,135
1,241,182
0,370,729
0,570,132
0,368,154
0,372,543
0,288,354
1,473,74
1,482,90
0,159,618
0,481,435
1,827,344
1,649,925
1,504,20
0,650,322
1,287,496
1,659,676
1,656,296
1,351,673
1,20,74
1,468,869
0,222,71
1,685,934
1,769,778
1,100,632
0,556,232
1,532,913
1,112,703
0,886,493
1,557,740
1,438,939
0,368,528
0,579,343
1,51,60
1,19,763
1,470,224
1,652,354
0,481,537
1,626,693
0,944,877
1,598,731
1,790,26
1,872,607
1,313,10
0,522,285
0,512,167
1,880,62
0,824,711
0,565,287
0,860,513
0,952,776
1,867,726
1,909,276
0,119,905
1,673,896
0,745,491
0,615,259
1,220,527
1,300,463
0,119,333
1,28,635
0,289,343
1,902,571
1,67,79
0,641,440
1,594,385
1,991,913
0,687,529
0,136,266
1,958,416
1,691,346
1,953,453
1,77,102
1,70,858
1,73,839
1,19,367
0,202,862
1,902,593
1,739,650
0,405,452
1,580,23
1,323,8
1,547,880
0,577,391
0,646,122
0,856,837
1,50,773
0,210,51
1,164,682
0,789,624
1,521,870
1,341,243
1,720,302
0,956,596
1,978,983
1,541,638
0,486,792
1,16,956
1,362,635
0,614,851
0,572,280
1,357,992
1,369,111
1,113,780
1,718,349
1,217,486
1,860,645
1,408,52
1,71,542
1,541,883
0,817,560
0,184,86
1,388,82
1,511,767
1,210,268
1,617,888
1,772,729
0,760,420
0,517,166
1,569,792
1,341,276
1,429,16
1,33,552
1,90,796
0,820,185
1,767,191
1,276,594
1,140,773
1,474,353
1,709,91
0,259,776
1,103,495
1,762,735
0,933,932
0,579,183
1,640,606
1,69,918
1,975,328
0,770,647
0,851,875
0,821,730
1,689,990
1,280,975
0,702,401
0,184,292
1,794,66
0,817,195
1,729,651
1,895,806
1,548,574
1,921,876
1,318,701
1,817,106
1,399,22
1,906,378
0,757,637
0,198,527
1,170,184
0,862,905
1,135,628
0,823,185
1,290,593
0,918,317
1,260,128
1,444,876
0,558,181
1,13,770
0,292,55
1,431,53
1,575,584
0,756,432
1,7,801
1,768,893
0,441,565
1,722,80
1,71,743
1,554,946
0,534,102
0,189,556
0,569,399
1,125,693
1,213,430
1,860,406
1,271,604
1,905,39
1,259,521
0,947,789
0,564,825
1,940,991
0,699,424
0,301,338
0,673,813
1,763,817
0,215,832
0,921,799
1,443,849
1,196,724
1,222,571
1,355,205
0,690,435
0,549,852
0,713,416
1,389,260
0,202,563
1,508,924
1,934,22
1,437,980
1,232,493
0,299,362
1,578,70
0,802,627
1,55,667
1,886,995
0,864,894
1,393,250
1,833,236
1,106,700
1,887,786
1,855,993
1,714,670
0,693,521
0,412,576
1,928,429
1,876,242
1,109,526
1,833,261
0,781,214
1,679,289
1,754,949
1,33,305
1,694,323
1,958,82
1,661,573
0,206,334
1,949,141
1,378,52
1,550,778
1,891,751
0,823,858
1,921,363
0,321,81
0,795,634
1,321,222
1,135,649
1,272,489
1,72,651
0,149,265
1,317,285
1,712,777
0,480,414
1,720,948
0,109,131
1,194,204
1,981,998
0,110,166
1,222,884
1,660,731
1,144,449
1,993,323
0,645,331
1,915,66
1,779,112
1,420,307
1,264,118
1,266,281
1,841,119
1,180,236
1,777,838
1,652,858
1,227,168
1,537,796
0,279,807
1,54,353
1,996,646
1,574,738
0,783,236
1,507,563
1,905,564
1,858,374
0,360,407
0,353,453
0,410,608
1,353,318
1,737,98
1,428,248
0,933,497
0,625,157
1,569,70
0,410,721
1,695,821
1,407,4
0,362,572
0,649,97
1,260,880
0,930,492
1,736,328
1,39,810
0,499,846
1,74,556
0,903,703
1,8,105
0,528,431
0,259,787
0,401,560
1,33,580
0,626,440
0,862,474
0,892,504
1,464,373
1,344,74
1,674,569
1,278,146
0,436,518
0,493,524
0,151,561
1,950,670
1,560,926
1,978,231
1,358,346
1,904,767
0,152,45
1,562,949
0,165,361
1,875,599
1,243,299
0,828,684
1,131,991
0,309,121
1,663,234
1,991,999
1,487,952
0,562,140
1,900,34
1,165,778
1,696,337
0,505,314
0,803,738
1,600,716
1,345,286
1,89,641
0,135,277
1,161,395
1,263,659
0,880,165
1,133,802
1,431,164
1,763,214
1,564,994
1,907,773
1,994,930
0,228,789
1,56,698
1,139,551
1,39,91
0,955,780
1,169,28
0,857,788
0,98,201
1,61,4
1,510,942
1,510,597
1,265,560
1,351,290
1,836,380
0,769,168
1,629,660
1,906,606
0,498,217
0,606,152
1,913,597
1,201,765
1,748,704
0,827,458
1,682,739
1,494,67
1,601,704
1,269,876
1,536,890
1,384,325
0,549,389
1,284,855
0,794,168
0,919,915
0,629,832
1,288,299
1,802,398
0,202,583
0,866,818
1,565,68
1,979,780
1,276,290
1,373,126
0,147,899
1,752,756
1,918,406
1,55,997
0,380,579
1,765,866
1,286,462
1,192,766
1,467,287
1,271,897
1,531,909
1,234,499
1,654,695
0,405,590
1,278,962
1,855,617
1,595,429
0,114,198
0,501,532
1,55,799
0,196,345
1,405,33
1,301,682
0,787,753
0,640,288
1,701,6
0,942,231
1,286,664
0,507,406
1,21,914
1,76,46
1,269,862
0,420,747
1,652,14
1,356,57
0,856,919
1,981,379
1,137,22
1,247,891
1,22,904
0,908,498
0,449,476
0,189,661
1,102,410
1,56,493
1,913,362
1,455,915
0,538,299
1,484,665
1,476,594
1,50,671
0,848,484
0,356,388
0,520,452
1,661,886
1,978,576
1,85,651
0,774,461
1,242,537
0,235,837
1,75,517
1,277,853
1,196,405
0,164,591
0,508,224
1,886,971
0,506,419
0,434,613
1,714,43
0,525,460
1,680,640
0,450,786
0,292,394
0,126,71
1,248,159
1,701,342
0,902,886
1,66,922
1,882,432
0,283,336
1,389,967
1,337,901
0,109,336
1,228,443
1,630,766
0,239,671
0,497,815
0,722,424
0,147,848
1,789,944
1,744,951
1,152,690
