y,alpha,beta
0,143,312
0,839,702
0,88,530
0,654,67
1,481,408
1,589,658
0,781,334
0,550,963
0,152,767
1,351,468
1,559,691
0,123,334
0,939,603
1,701,496
1,601,471
0,855,700
0,181,449
0,734,256
0,717,242
0,859,439
0,306,203
0,480,898
0,330,905
1,691,454
0,811,687
1,348,489
0,164,641
0,777,731
1,709,457
0,207,273
0,91,339
0,225,672
0,143,327
0,87,497
0,811,290
1,622,652
1,585,314
1,455,663
1,464,645
1,696,420
0,555,885
0,299,872
0,497,922
0,643,879
1,586,702
0,83,679
0,479,874
1,434,569
0,524,882
1,709,544
0,185,299
0,905,395
1,427,341
1,400,454
1,354,557
0,935,505
0,485,108
1,372,334
0,163,694
0,295,862
0,404,930
0,172,279
0,832,287
0,617,950
0,119,355
0,852,349
1,613,647
1,469,303
0,760,180
0,384,96
0,800,293
0,715,914
0,487,125
0,792,649
0,694,104
0,164,205
0,119,424
0,804,599
0,573,882
0,323,159
0,584,80
0,646,128
1,424,427
0,881,693
0,41,567
1,558,623
1,566,293
0,802,274
0,837,346
0,830,476
0,181,346
1,690,618
0,149,661
0,334,813
0,780,804
1,341,407
0,895,313
0,908,321
1,297,467
