y,alpha,beta
0,437025 ,406583
0,437285 ,409028
0,446310 ,388359
0,444918 ,394658
0,471224 ,414076
0,426012 ,405917
0,447887 ,420362
0,450954 ,396587
0,446840 ,398303
0,442065 ,397978
0,446232 ,398472
0,412182 ,411246
0,447912 ,410438
0,443752 ,440940
0,449381 ,413551
0,436663 ,378782
0,440638 ,393365
0,439196 ,402696
0,425272 ,392774
0,456244 ,396890
0,419502 ,398891
0,440434 ,395550
0,432510 ,381810
0,447411 ,400313
0,440743 ,390173
0,418281 ,402790
0,453769 ,375038
0,432460 ,401362
0,425564 ,398114
0,432273 ,403563
0,446041 ,394731
0,436472 ,389040
0,412143 ,398087
0,454464 ,402417
0,436629 ,391034
0,449910 ,389150
0,450842 ,395692
0,444614 ,383013
0,440965 ,381719
0,454293 ,381285
0,425649 ,403061
0,433423 ,401663
0,427135 ,400463
0,435285 ,432241
0,425150 ,404357
0,453223 ,406490
0,441708 ,398114
0,445365 ,383826
0,446013 ,413153
0,456858 ,411818
0,433415 ,404454
0,426110 ,379490
0,428834 ,406756
0,445490 ,403420
0,441729 ,421346
0,442797 ,400662
0,442235 ,393106
0,437023 ,390588
0,422795 ,396789
0,441988 ,395642
0,456043 ,410937
0,428154 ,422509
0,450107 ,387839
0,453774 ,398237
0,431592 ,397787
0,439734 ,382128
0,442622 ,401780
0,450995 ,395065
0,450953 ,393997
0,441285 ,411831
0,441361 ,406608
0,434570 ,392674
0,441898 ,408694
0,422319 ,396127
0,445261 ,393861
0,463039 ,400074
0,451260 ,389961
0,425089 ,395800
0,452994 ,394962
0,423359 ,397004
0,452682 ,398918
0,440556 ,419742
0,425084 ,407566
0,429013 ,394981
0,442001 ,409430
0,449611 ,408331
0,432272 ,409459
0,428736 ,400383
0,433333 ,386503
0,447384 ,406279
0,448944 ,403734
0,440782 ,390037
0,454508 ,418867
0,438803 ,396523
0,446259 ,408410
0,430536 ,389744
0,442812 ,414100
0,442343 ,397326
0,435432 ,394646
0,436404 ,408471
0,487658 ,358781
0,507029 ,353531
0,508353 ,350501
0,491213 ,352071
0,514802 ,363319
0,484023 ,352626
0,481628 ,360157
0,477238 ,349535
0,477590 ,328969
0,494217 ,346882
0,485877 ,351288
0,497608 ,343426
0,493057 ,349563
0,483674 ,334895
0,485549 ,343223
0,481435 ,341911
0,492099 ,347739
0,487611 ,354577
0,498273 ,355747
0,459715 ,360163
0,508293 ,360268
0,478759 ,345532
0,498284 ,365430
0,471427 ,350748
0,496603 ,340183
0,477926 ,340449
0,513407 ,340674
0,490364 ,337140
0,490997 ,362968
0,482053 ,347293
0,486179 ,360086
0,490332 ,344869
0,490238 ,364288
0,488266 ,353455
0,476665 ,340422
0,478297 ,357861
0,494321 ,356081
0,494280 ,334449
0,481567 ,335959
0,507296 ,351560
0,490243 ,342981
0,504636 ,344942
0,483030 ,357571
0,506024 ,353145
0,492576 ,360553
0,496542 ,353023
0,477243 ,364459
0,490845 ,346487
0,508804 ,351601
0,490240 ,349365
0,490818 ,351336
0,499413 ,339178
0,497048 ,357025
0,489126 ,343604
0,492993 ,339914
0,497397 ,375702
0,490062 ,339636
0,479795 ,326937
0,501393 ,347197
0,492276 ,341239
0,490692 ,368092
0,501372 ,355195
0,472141 ,352581
0,502093 ,346074
0,491708 ,349434
0,495052 ,331958
0,499546 ,343520
0,474062 ,360848
0,509272 ,338191
0,488654 ,342212
0,467281 ,354885
0,473585 ,353015
0,502727 ,357963
0,491801 ,359322
0,489461 ,346701
0,493113 ,373761
0,480240 ,348534
0,493650 ,358896
0,484899 ,348600
0,492616 ,352620
0,506005 ,335627
0,496315 ,353783
0,504041 ,347182
0,501783 ,335348
0,491003 ,352797
0,488293 ,326823
0,497109 ,353916
0,478321 ,360052
0,488701 ,343806
0,495416 ,354339
0,495568 ,353232
0,483915 ,343269
0,492279 ,350885
0,490076 ,338149
0,478434 ,356756
0,480831 ,359673
0,485663 ,349665
0,500683 ,344816
0,497250 ,369946
0,503243 ,332853
0,554370 ,280085
0,548888 ,292555
0,551269 ,313208
0,553095 ,316844
0,514886 ,315379
0,544704 ,289139
0,540388 ,292369
0,540383 ,298624
0,532754 ,300348
0,523777 ,298863
0,530336 ,307668
0,543725 ,300151
0,540597 ,310372
0,545892 ,303811
0,547818 ,302790
0,528889 ,295172
0,539850 ,304557
0,545048 ,308998
0,531740 ,313521
0,554611 ,305859
0,548784 ,284507
0,536214 ,318465
0,540922 ,294452
0,546208 ,307112
0,533455 ,271530
0,521140 ,324445
0,544295 ,288380
0,540706 ,292970
0,527895 ,296502
0,553645 ,303197
0,545242 ,289462
0,539492 ,309897
0,545696 ,279796
0,540988 ,299732
0,533896 ,300996
0,522865 ,296743
0,535714 ,281762
0,543472 ,303300
0,530151 ,290346
0,529824 ,306461
0,553531 ,297762
0,546819 ,308207
0,547221 ,307236
0,518514 ,302382
0,534491 ,302379
0,552133 ,297675
0,543392 ,307015
0,519554 ,290806
0,548876 ,298655
0,540893 ,298842
0,550526 ,295829
0,522535 ,295709
0,549058 ,294530
0,535731 ,305347
0,544431 ,314609
0,520038 ,310891
0,545301 ,286923
0,516132 ,301077
0,543185 ,303974
0,540057 ,291395
0,540637 ,298416
0,548610 ,306857
0,535979 ,290279
0,535900 ,299644
0,541950 ,309198
0,553941 ,299152
0,535322 ,310550
0,532875 ,304571
0,525552 ,293124
0,555976 ,314920
0,547167 ,301969
0,544190 ,286209
0,554398 ,292296
0,542269 ,289858
0,533150 ,276765
0,536280 ,298849
0,546675 ,302306
0,559639 ,305131
0,547073 ,304750
0,537388 ,304487
0,539936 ,292318
0,544234 ,288982
0,537097 ,303257
0,524532 ,293306
0,532569 ,301168
0,532989 ,294138
0,529223 ,297516
0,534735 ,310598
0,540569 ,293904
0,530296 ,274547
0,537013 ,296093
0,548733 ,301882
0,545013 ,311212
0,544466 ,296806
0,538442 ,299851
0,545005 ,305287
0,532924 ,306096
0,538741 ,310933
0,517210 ,290926
0,543179 ,305521
0,534196 ,386376
0,541048 ,408366
0,553037 ,406494
0,534946 ,391969
0,555333 ,390172
0,539584 ,397442
0,534226 ,398682
0,546850 ,400708
0,529977 ,414907
0,535456 ,414252
0,536539 ,392677
0,531273 ,407619
0,546312 ,409101
0,549760 ,408823
0,533416 ,406238
0,547832 ,404624
0,529740 ,396483
0,545559 ,393562
0,531429 ,402722
0,531377 ,406271
0,550418 ,406706
0,535919 ,385043
0,528276 ,395395
0,540475 ,404657
0,530032 ,399853
0,521562 ,396186
0,536767 ,397643
0,522593 ,390912
0,538412 ,410694
0,516048 ,397263
0,532313 ,388990
0,536473 ,401512
0,536611 ,390248
0,540820 ,402129
0,527942 ,397872
0,541409 ,408787
0,541736 ,386293
0,532908 ,398756
0,575805 ,402781
0,551861 ,392281
0,549251 ,400034
0,540139 ,405467
0,521364 ,388321
0,531415 ,405039
0,533990 ,413526
0,542526 ,400385
0,531922 ,381871
0,542205 ,396276
0,548069 ,416815
0,536788 ,392502
0,527272 ,410149
0,541505 ,396456
0,543753 ,392008
0,525797 ,400407
0,552022 ,396811
0,539591 ,407940
0,533031 ,396667
0,535407 ,385709
0,549198 ,395908
0,540005 ,388075
0,538726 ,415602
0,533333 ,406760
0,543029 ,405597
0,529665 ,410480
0,542037 ,400540
0,574088 ,396603
0,539275 ,378966
0,533775 ,413544
0,548046 ,395971
0,532732 ,404320
0,533786 ,399463
0,537533 ,404514
0,538704 ,397771
0,542195 ,393230
0,544987 ,406896
0,541021 ,414292
0,530942 ,387324
0,536656 ,416927
0,537143 ,418849
0,536990 ,407424
0,553820 ,409909
0,563820 ,391269
0,533923 ,407312
0,540728 ,403946
0,544327 ,413129
0,553387 ,411209
0,541884 ,399822
0,538525 ,405846
0,544441 ,407292
0,526674 ,391209
0,542455 ,407925
0,535823 ,398491
0,523026 ,400514
0,533852 ,409260
0,537049 ,404920
0,538990 ,412773
0,533767 ,393738
0,546754 ,394768
0,541605 ,396515
0,527319 ,397961
